doc_id,corpus,subcorpus,year,radicado,tipo_accion,decision,magistrado_ponente,sala_seccion,fecha_sentencia,fecha_hechos,departamento_hechos,municipio_hechos,batallon,secciones_identificadas,n_secciones,n_chars,y8_mafapo,y9_cidh,y2_sa,y10_rep,compareciente,rango,icm_v3,deteccion_facial
ce7e21d9cf563292fad3…,A-CE,CE,2004,05001-23-31-000-2004-01289-01,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],9 de marzo de 2002,[extraer de PDF],Antioquia,San,,CONSIDERACIONES | HECHOS | DECISIÓN,3,30746,0.210,0.240,0.800,0.060,—,—,—,—
cf64a4026cc99439542e…,A-CE,CE,2018,11001-03-15-000-2018-00348-01,TUTELA,Niega,[extraer de PDF],[extraer de PDF],31 de julio de 2012,28 de agosto de 2014,Huila,Pitalito,,CONSIDERACIONES | DECISIÓN,2,9688,0.250,0.273,0.840,0.000,—,—,—,—
d1501d4896ef9899961e…,A-CSJ,CSJ,2017,11001-03-15-000-2017-01509-00,TUTELA,,[extraer de PDF],[extraer de PDF],12 de febrero de 2015,12 de febrero de 2015,Antioquia,Medelln,,HECHOS | CONSIDERACIONES | DECISIÓN,3,17509,0.176,0.207,0.829,0.294,—,—,—,—
d1fb3b43b90d9c741653…,A-CSJ,CSJ,2014,85001-23-33-000-2014-00006-01,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],15 de diciembre de 2016,9 de febrero de 2012,Casanare,,,CARGOS | CONSIDERACIONES,2,16000,0.202,0.256,1.000,0.233,—,—,—,—
d313e99855ec56b686e7…,A-CE,CE,2008,05001-23-31-000-2008-00054-01,"ACCIÓN

DE REPARACIÓN DIRECTA",Condena,[extraer de PDF],[extraer de PDF],28 de diciembre de 2005,19 de diciembre de 2007,Antioquia,Soacha,,CONSIDERACIONES | HECHOS | DECISIÓN | CARGOS,4,136150,0.206,0.272,0.901,0.057,—,—,—,—
d34e73987d1ce11f39cd…,A-CE,CE,2004,05001-23-31-000-2004-01289-01,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],9 de marzo de 2002,[extraer de PDF],Antioquia,San,,CONSIDERACIONES | DECISIÓN,2,30996,0.189,0.231,0.957,0.079,—,—,—,—
d486f76d012c734ac901…,A-CE,CE,2002,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2002,[extraer de PDF],,,,DECISIÓN,1,3458,0.191,0.256,1.000,0.165,—,—,—,—
d4f1ec308715f9199e81…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,HECHOS | CONSIDERACIONES | DECISIÓN,3,9512,0.199,0.242,0.840,0.045,—,—,—,—
d66b3436b885d33c3eda…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,DECISIÓN,1,816,0.226,0.273,1.000,0.000,—,—,—,—
d7baa5d83fa92ed0461b…,A-CE,CE,,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],,[extraer de PDF],,,,DECISIÓN,1,6104,0.231,0.296,1.000,0.550,—,—,—,—
d8b92a2308557bd55137…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,CARGOS | DECISIÓN,2,8775,0.205,0.260,0.654,0.054,—,—,—,—
d8d34808d36ea8f85164…,A-CE,CE,2003,20001-23-31-000-2003-01951-01,ACCION DE REPARACION DIRECTA,,[extraer de PDF],[extraer de PDF],1 de febrero de 2003,1 de febrero de 2003,Cesar,La,,CONSIDERACIONES,1,8000,0.196,0.251,1.000,0.397,—,—,—,—
d95ac6a1be3265873ea9…,A-CE,CE,,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],,[extraer de PDF],,,,DECISIÓN,1,2402,0.153,0.238,0.433,0.412,—,—,—,—
da4f9dd7ff238a27c727…,A-CE,CE,2005,05001-23-31-000-2005-05214-01,Acción de Reparación Directa,Condena,[extraer de PDF],[extraer de PDF],19 de abril de 2004,19 de abril de 2004,Cesar,Granada,,DECISIÓN,1,4597,0.191,0.252,1.000,0.378,—,—,—,—
db9d7c74bc297e1b1ce3…,A-CE,CE,2017,11001-03-15-000-2017-01509-00,TUTELA,,[extraer de PDF],[extraer de PDF],12 de febrero de 2015,12 de febrero de 2015,Antioquia,Medelln,,HECHOS | DECISIÓN,2,8820,0.242,0.294,0.686,0.241,—,—,—,—
dd06dc7442e0a29cf343…,A-CSJ,CSJ,2014,85001-23-33-000-2014-00006-01,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],15 de diciembre de 2016,9 de febrero de 2012,Casanare,,,CONSIDERACIONES | DECISIÓN,2,8834,0.203,0.248,1.000,0.102,—,—,—,—
dd624c162f87b675f9ee…,A-CSJ,CSJ,2018,11001-03-15-000-2018-00348-01,TUTELA,Niega,[extraer de PDF],[extraer de PDF],31 de julio de 2012,28 de agosto de 2014,Huila,Pitalito,,HECHOS | CONSIDERACIONES | DECISIÓN,3,17058,0.198,0.252,0.956,0.000,—,—,—,—
ddeb856c980f25c2dc3f…,A-CE,CE,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,CONSIDERACIONES | DECISIÓN,2,2953,0.223,0.270,0.988,0.000,—,—,—,—
de242b4cc9f12c10c809…,A-CE,CE,2019,11001-03-15-000-2019-01556-00,TUTELA,,[extraer de PDF],[extraer de PDF],31 de mayo de 2013,23 de agosto de 2013,META,San,,HECHOS | CONSIDERACIONES | DECISIÓN,3,14455,0.167,0.227,0.883,0.019,—,—,—,—
dea3d90ee23bbf805bd9…,A-CE,CE,,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],,[extraer de PDF],,,,CONSIDERACIONES | DECISIÓN,2,9684,0.243,0.283,0.622,0.017,—,—,—,—
dff68261216a548b4939…,A-CSJ,CSJ,2015,11001-03-15-000-2015-01676-00,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],4 de junio de 2015,4 de junio de 2015,ANTIOQUIA,,,HECHOS | CONSIDERACIONES | DECISIÓN,3,9028,0.234,0.276,0.757,0.000,—,—,—,—
e131fa29090de067ace1…,A-CE,CE,,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],,[extraer de PDF],,,,HECHOS | CONSIDERACIONES | DECISIÓN,3,19748,0.221,0.271,1.000,0.056,—,—,—,—
e223c61ed7c208815b83…,A-CE,CE,2005,05001-23-31-000-2005-05214-01,Acción de Reparación Directa,Condena,[extraer de PDF],[extraer de PDF],19 de abril de 2004,19 de abril de 2004,Cesar,Granada,,CONSIDERACIONES | DECISIÓN,2,9222,0.221,0.265,0.630,0.000,—,—,—,—
e2a00fc501f37b68aca1…,A-CSJ,CSJ,2017,11001-03-15-000-2017-01509-00,TUTELA,,[extraer de PDF],[extraer de PDF],12 de febrero de 2015,12 de febrero de 2015,Antioquia,Medelln,,HECHOS | CONSIDERACIONES | DECISIÓN,3,16986,0.188,0.226,0.852,0.308,—,—,—,—
e62b28e9f470b0abf3b3…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,HECHOS | CONSIDERACIONES | DECISIÓN,3,9453,0.179,0.238,0.992,0.000,—,—,—,—
e7173d1fcff2cf6bdac6…,A-CE,CE,2003,20001-23-31-000-2003-01951-01,ACCION DE REPARACION DIRECTA,,[extraer de PDF],[extraer de PDF],1 de febrero de 2003,1 de febrero de 2003,Cesar,La,,HECHOS | DECISIÓN,2,9929,0.213,0.252,0.896,0.000,—,—,—,—
e7f2092d1e1ac15ef951…,A-CSJ,CSJ,2020,11001-03-15-000-2020-00437-01,TUTELA,Niega,[extraer de PDF],[extraer de PDF],23 de julio de 2019,28 de agosto de 2014,Huila,Planadas,,CONSIDERACIONES | DECISIÓN,2,8070,0.261,0.295,1.000,0.053,—,—,—,—
e80a5b7facae5c99383a…,A-CE,CE,2015,11001-03-15-000-2015-01676-00,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],4 de junio de 2015,4 de junio de 2015,ANTIOQUIA,,,DECISIÓN,1,1154,0.198,0.234,1.000,0.000,—,—,—,—
e999984766ad22f0af16…,A-CSJ,CSJ,2017,11001-03-15-000-2017-01509-00,TUTELA,,[extraer de PDF],[extraer de PDF],12 de febrero de 2015,12 de febrero de 2015,Antioquia,Medelln,,CONSIDERACIONES | DECISIÓN,2,8919,0.186,0.232,0.933,0.181,—,—,—,—
ea6d05e01ebc2b1b832e…,A-CE,CE,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,CARGOS | DECISIÓN,2,16000,0.186,0.221,0.769,0.000,—,—,—,—
eae717c0c035c62781ed…,A-CE,CE,2002,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2002,[extraer de PDF],,,,CONSIDERACIONES | DECISIÓN,2,12113,0.202,0.245,1.000,0.152,—,—,—,—
eba83016ec24d9627703…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,HECHOS | DECISIÓN,2,9219,0.222,0.281,0.932,0.141,—,—,—,—
ecd95cf3290421be14f2…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,HECHOS | CONSIDERACIONES | DECISIÓN,3,5002,0.207,0.251,1.000,0.000,—,—,—,—
eda9645d16abac33fb0e…,A-CSJ,CSJ,2017,11001-03-15-000-2017-01509-00,TUTELA,,[extraer de PDF],[extraer de PDF],12 de febrero de 2015,12 de febrero de 2015,Antioquia,Medelln,,CONSIDERACIONES | DECISIÓN,2,9956,0.215,0.239,0.825,0.000,—,—,—,—
edbf193021b34839684d…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,HECHOS | CONSIDERACIONES | DECISIÓN,3,9495,0.240,0.288,0.753,0.000,—,—,—,—
ef6960fc60ef8c53d29b…,A-CSJ,CSJ,2007,05001-23-31-000-2007-00013-01,Acción de Reparación Directa,Condena,[extraer de PDF],[extraer de PDF],13 de diciembre de 2005,14 de diciembre de 2007,Antioquia,Santa,,HECHOS | CONSIDERACIONES | DECISIÓN,3,11186,0.259,0.302,1.000,0.000,—,—,—,—
eff3d71f3ff9b463c069…,A-CSJ,CSJ,2019,11001-03-15-000-2019-01556-00,TUTELA,,[extraer de PDF],[extraer de PDF],31 de mayo de 2013,23 de agosto de 2013,META,San,,CONSIDERACIONES | DECISIÓN,2,8458,0.211,0.253,0.890,0.051,—,—,—,—
f0123d038827364014b3…,A-CSJ,CSJ,2014,85001-23-33-000-2014-00006-01,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],15 de diciembre de 2016,9 de febrero de 2012,Casanare,,,HECHOS | CONSIDERACIONES | DECISIÓN,3,9882,0.200,0.252,0.992,0.036,—,—,—,—
f0633ba434a12203258f…,A-CSJ,CSJ,2014,85001-23-33-000-2014-00006-01,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],15 de diciembre de 2016,9 de febrero de 2012,Casanare,,,DECISIÓN,1,891,0.201,0.245,1.000,0.000,—,—,—,—
f0c306d5ea10cfa5b703…,A-CSJ,CSJ,2015,11001-03-15-000-2015-01676-00,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],4 de junio de 2015,4 de junio de 2015,ANTIOQUIA,,,CONSIDERACIONES | DECISIÓN,2,8842,0.220,0.266,0.841,0.035,—,—,—,—
f2a29bf8303622c6e9ec…,A-CSJ,CSJ,2017,11001-03-15-000-2017-01509-00,TUTELA,,[extraer de PDF],[extraer de PDF],12 de febrero de 2015,12 de febrero de 2015,Antioquia,Medelln,,HECHOS | CONSIDERACIONES | DECISIÓN,3,16772,0.206,0.253,0.883,0.000,—,—,—,—
f358586d8c5f9b268967…,A-CE,CE,2005,05001-23-31-000-2005-05214-01,Acción de Reparación Directa,Condena,[extraer de PDF],[extraer de PDF],19 de abril de 2004,19 de abril de 2004,Cesar,Granada,,CONSIDERACIONES | DECISIÓN,2,10439,0.189,0.235,0.879,0.180,—,—,—,—
f372f243151777dcb313…,A-CSJ,CSJ,2020,11001-03-15-000-2020-00437-01,TUTELA,Niega,[extraer de PDF],[extraer de PDF],23 de julio de 2019,28 de agosto de 2014,Huila,Planadas,,CONSIDERACIONES | DECISIÓN,2,7806,0.243,0.282,0.717,0.054,—,—,—,—
f42876e4f73eb8326d7f…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,HECHOS | CONSIDERACIONES | DECISIÓN,3,11074,0.243,0.275,0.811,0.267,—,—,—,—
f49019eb319287990640…,A-CE,CE,2017,11001-03-15-000-2017-01509-00,TUTELA,,[extraer de PDF],[extraer de PDF],12 de febrero de 2015,12 de febrero de 2015,Antioquia,Medelln,,DECISIÓN,1,675,0.223,0.195,1.000,0.000,—,—,—,—
f5201faa976e4819add0…,A-CSJ,CSJ,2014,85001-23-33-000-2014-00006-01,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],15 de diciembre de 2016,9 de febrero de 2012,Casanare,,,HECHOS | DECISIÓN,2,1693,0.241,0.271,0.988,0.281,—,—,—,—
f6e0a99e03cb229bb1a0…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,CONSIDERACIONES | DECISIÓN,2,5904,0.234,0.273,0.662,0.188,—,—,—,—
f7b77f89cfef279defc1…,A-CE,CE,,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],,[extraer de PDF],,,,HECHOS | CONSIDERACIONES | DECISIÓN,3,29346,0.213,0.252,0.783,0.118,—,—,—,—
f7dc0d787ca723bed312…,A-CSJ,CSJ,2013,05001-23-33-000-2013-01022-01,Acción de Reparación Directa,Condena,[extraer de PDF],[extraer de PDF],31 de mayo de 2013,10 de junio de 2011,Antioquia,Bello,,CONSIDERACIONES | DECISIÓN,2,6526,0.234,0.290,0.988,0.000,—,—,—,—
f7e751fcc9a3e341aac7…,A-CSJ,CSJ,2014,85001-23-33-000-2014-00006-01,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],15 de diciembre de 2016,9 de febrero de 2012,Casanare,,,CONSIDERACIONES | DECISIÓN,2,9045,0.269,0.297,0.811,0.141,—,—,—,—
f84c83b9bfbca5ee3afd…,A-CSJ,CSJ,2012,05001-23-31-000-2012-00599-02,Acción de Reparación Directa,Accede,[extraer de PDF],[extraer de PDF],16 de octubre de 2007,12 de octubre de 2017,Antioquia,Montebello,,HECHOS | DECISIÓN,2,2490,0.244,0.297,0.933,0.000,—,—,—,—
f85ce1b09789e6d8cb0e…,A-CE,CE,2018,11001-03-15-000-2018-00348-01,TUTELA,Niega,[extraer de PDF],[extraer de PDF],31 de julio de 2012,28 de agosto de 2014,Huila,Pitalito,,HECHOS | CONSIDERACIONES | DECISIÓN,3,15390,0.222,0.280,0.756,0.359,—,—,—,—
f96dd3079cfbb7c6e1ca…,A-CE,CE,,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],,[extraer de PDF],,,,CONSIDERACIONES | HECHOS | DECISIÓN,3,35263,0.187,0.225,1.000,0.210,—,—,—,—
fad480a34ae5af95cef4…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,HECHOS | CONSIDERACIONES | DECISIÓN,3,8286,0.268,0.306,0.992,0.023,—,—,—,—
faf3250e811c1a9a7587…,A-CSJ,CSJ,2013,05001-23-33-000-2013-01022-01,Acción de Reparación Directa,Condena,[extraer de PDF],[extraer de PDF],31 de mayo de 2013,10 de junio de 2011,Antioquia,Bello,,HECHOS | CONSIDERACIONES | DECISIÓN,3,9349,0.231,0.263,0.883,0.000,—,—,—,—
fb4ca5af739b54a37923…,A-CSJ,CSJ,2020,11001-03-15-000-2020-00437-01,TUTELA,Niega,[extraer de PDF],[extraer de PDF],23 de julio de 2019,28 de agosto de 2014,Huila,Planadas,,CONSIDERACIONES,1,8000,0.256,0.285,1.000,0.143,—,—,—,—
fb85c9c6830d8aab14e9…,A-CSJ,CSJ,2014,85001-23-33-000-2014-00006-01,Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],15 de diciembre de 2016,9 de febrero de 2012,Casanare,,,HECHOS | DECISIÓN,2,8553,0.217,0.253,0.890,0.260,—,—,—,—
fe5cda1a6584f019c2ad…,A-CSJ,CSJ,2017,11001-03-15-000-2017-01509-00,TUTELA,,[extraer de PDF],[extraer de PDF],12 de febrero de 2015,12 de febrero de 2015,Antioquia,Medelln,,CARGOS | CONSIDERACIONES,2,12575,0.200,0.255,1.000,0.026,—,—,—,—
ffe554eb7e709ce27836…,A-CSJ,CSJ,2016,[ver metadata_corpus_a.csv],Acción de Reparación Directa,,[extraer de PDF],[extraer de PDF],2016,[extraer de PDF],,,,CONSIDERACIONES | DECISIÓN,2,9061,0.217,0.257,0.600,0.000,—,—,—,—
fff19563cffbd29a6ba2…,A-CE,CE,2007,05001-23-31-000-2007-00013-01,Acción de Reparación Directa,Condena,[extraer de PDF],[extraer de PDF],13 de diciembre de 2005,14 de diciembre de 2007,Antioquia,Santa,,DECISIÓN,1,6533,0.196,0.247,0.500,0.134,—,—,—,—
134ed38c3158c8c3fb0c…,B-JEP,JEP-SRVR,2023,[ver metadata_corpus_b.csv],Resolución JEP,Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,30 de agosto de 2023,2002–2008 (Caso 03),Antioquia,,,CONSIDERACIONES | RESUELVE,2,27766,0.175,0.221,0.703,0.025,—,—,—,—
5dacfe26a9a4fa570eef…,B-JEP,JEP-SRVR,2022,[ver metadata_corpus_b.csv],auto de determinación,Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,14 de julio de 2022,2002–2008 (Caso 03),Boyacá,,,HECHOS_Y_CONDUCTAS | CONSIDERACIONES | RECONOCIMIENTO | RESUELVE,4,40963,0.179,0.224,0.987,0.244,—,—,—,—
6c00908400fcc09ffd48…,B-JEP,JEP-SRVR,2021,[ver metadata_corpus_b.csv],"Auto de 
determinación",Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,9 de diciembre de 2021,2002–2008 (Caso 03),Catatumbo,,,CONSIDERACIONES | RESUELVE,2,10004,0.196,0.232,1.000,0.399,—,—,—,—
7d16bf05fa6b5ef7db16…,B-JEP,JEP-SRVR,2018,04,"Resolución de 
Conclusiones",Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,17 de julio de 2018,2002–2008 (Caso 03),Antioquia,Dabeiba,,RESUELVE,1,1895,0.193,0.248,0.975,0.143,—,—,—,—
810ea24daa85374e8a28…,B-JEP,JEP-SRVR,2023,[ver metadata_corpus_b.csv],Resolución JEP,Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,30 de agosto de 2023,2002–2008 (Caso 03),Antioquia,,,HECHOS_Y_CONDUCTAS | CONSIDERACIONES,2,8761,0.163,0.215,0.779,0.000,—,—,—,—
87a5f30a82d351797c94…,B-JEP,JEP-SRVR,2023,[ver metadata_corpus_b.csv],Resolución JEP,Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,30 de agosto de 2023,2002–2008 (Caso 03),Antioquia,,,CONSIDERACIONES | PATRONES_MACROCRIMINALES | RESUELVE,3,56000,0.211,0.275,0.653,0.007,—,—,—,—
c61b39eef647cdcf5efa…,B-JEP,JEP-SRVR,2022,[ver metadata_corpus_b.csv],auto de determinación,Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,14 de julio de 2022,2002–2008 (Caso 03),Boyacá,,,CONSIDERACIONES | RESUELVE,2,16000,0.198,0.253,1.000,0.000,—,—,—,—
d6d0725659a6d3cbf6b1…,B-JEP,JEP-SRVR,2021,[ver metadata_corpus_b.csv],"Auto de 
determinación",Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,9 de diciembre de 2021,2002–2008 (Caso 03),Catatumbo,,,CONSIDERACIONES | RESUELVE,2,9224,0.203,0.260,1.000,0.065,—,—,—,—
e296480baeeb6127374c…,B-JEP,JEP-SRVR,2022,[ver metadata_corpus_b.csv],auto de determinación,Reconocimiento responsabilidad,[extraer de PDF],SRVR — Sala de Reconocimiento de Verdad,14 de julio de 2022,2002–2008 (Caso 03),Boyacá,,,CONSIDERACIONES | RECONOCIMIENTO | RESUELVE,3,175898,0.192,0.227,0.981,0.198,—,—,—,—
casanare_torres,C-JEP,Casanare,2020,—,Audiencia reconocimiento JEP,Reconocimiento responsabilidad,Magistrada Catalina Díaz (relatora),SRVR,6 feb 2020,2001–2007,Casanare,Bogotá D.C. (sede audiencia),Batallón 16,TESTIMONIO_COMPARECIENTE | TESTIMONIO_VICTIMA,2,248000,0.193,0.264,,,Gral. Henry Torres Escalante,General,0.190,86%
catatumbo,C-JEP,Catatumbo,2022,—,Audiencia reconocimiento JEP (primera),Reconocimiento responsabilidad,Magistrada Catalina Díaz,SRVR,26-27 abr 2022,2002–2006,Norte de Santander,Cúcuta,Batallón Contraguerrilla 46,TESTIMONIO_COMPARECIENTE | TESTIMONIO_VICTIMA,2,115000,0.207,0.271,,,Cap. Juan Carlos Chaparro Chaparro,Capitán/Mayor,0.272,55%
dabeiba,C-JEP,Dabeiba,2023,—,Audiencia reconocimiento JEP,Reconocimiento responsabilidad,—,SRVR,2023,2003–2007,Antioquia,Dabeiba,Batallón de Infantería 62,TESTIMONIO_COMPARECIENTE | TESTIMONIO_VICTIMA,2,287000,0.189,0.262,,,Oficial (coronel/teniente coronel) — SPEAKER_01,Oficial,0.353,40%
huila,C-JEP,Huila,2022,—,Audiencia reconocimiento JEP,Reconocimiento responsabilidad,—,SRVR,2022,2003–2008,Huila,Neiva,Batallón Magdalena,TESTIMONIO_COMPARECIENTE | TESTIMONIO_VICTIMA,2,267000,0.186,0.263,,,Luis Carlos Ollo La Tapia + otros (SP06+07+08),Soldado/Suboficial,0.299,93%
costa_caribe,C-JEP,Costa Caribe,2022,—,Audiencia reconocimiento JEP,Reconocimiento responsabilidad,—,SRVR,18-19 jul 2022,2002–2005,Cesar / La Guajira,Valledupar,Batallón La Popa,TESTIMONIO_COMPARECIENTE | TESTIMONIO_VICTIMA,2,255000,0.189,0.259,,,12 comparecientes Batallón La Popa,Varios,N/D — video DRM,N/D
